Festival;year;Notes;Stage name;Main genre;genres on Spotify
cornbury festival;2014;;Gipsy Kings;world;flamenco,rumba,world,world christmas
end of the road festival;2013;david byrne & St. Vincent - each treated separately for genre purposes;david byrne;rock;art rock,dance rock,fourth world,permanent wave,singer-songwriter
end of the road festival;2013;david byrne & St. Vincent - each treated separately for genre purposes;St. Vincent;rock;alternative dance,alternative rock,anti-folk,chamber pop,chillwave,dream pop,escape room,etherpop,folk-pop,freak folk,indie folk,indie pop,indie r&b,indie rock,indietronica,lo-fi,metropopolis,neo-psychedelic,new rave,noise pop,pop,pop rock,shimmer pop,singer-songwriter,synthpop
Glastonbury;1994;;levellers;rock;britpop,celtic rock,madchester
Reading;1998;Jimmy Page and Robert Plant - each treated separately for genre purposes;Jimmy Page;rock;album rock,blues-rock,british blues,classic rock,electric blues,hard rock,rock
Reading;1998;Jimmy Page and Robert Plant - each treated separately for genre purposes;Robert Plant;rock;album rock,art rock,blues-rock,british blues,classic rock,electric blues,folk rock,hard rock,mellow gold,progressive rock,rock,roots rock,singer-songwriter,soft rock,symphonic rock
rewind;2014;;Daryl Hall & John Oates;rock;adult standards,album rock,classic funk rock,classic rock,dance rock,disco,folk rock,hard rock,mellow gold,motown,new wave pop,rock,singer-songwriter,soft rock
cornbury festival;2016;;seal;rock;soft rock
Glastonbury;1983;;ub40;reggae;reggae fusion
rewind;2013;;ub40;reggae;reggae fusion
rewind;2013;;ub40;reggae;reggae fusion
Glastonbury;2015;;Kanye West;hip hop;pop,pop christmas,pop rap,rap
Wireless;2009;;Kanye West;hip hop;pop,pop christmas,pop rap,rap
Wireless;2014;;Kanye West;hip hop;pop,pop christmas,pop rap,rap
Glastonbury;1999;;Skunk Anansie;rock;pop rock
Wireless;2017;;chance the rapper;hip hop;pop rap,rap
boardmasters;2012;;ed sheeran;pop;pop
Glastonbury;2002;;Coldplay;pop;permanent wave,pop,pop christmas
Glastonbury;2005;;Coldplay;pop;permanent wave,pop,pop christmas
Glastonbury;2011;;Coldplay;pop;permanent wave,pop,pop christmas
Glastonbury;2016;;Coldplay;pop;permanent wave,pop,pop christmas
Isle of Wight;2006;;Coldplay;pop;permanent wave,pop,pop christmas
t in the park;2003;;Coldplay;pop;permanent wave,pop,pop christmas
t in the park;2011;;Coldplay;pop;permanent wave,pop,pop christmas
v festival;2003;;Coldplay;pop;permanent wave,pop,pop christmas
Latitude;2017;;The 1975;pop;nu gaze,pop,shiver pop
cornbury festival;2012;;katzenjammer;folk;norwegian pop,norwegian rock
boardmasters;2016;;james bay;pop;neo mellow,pop,pop rock,singer-songwriter,viral pop
cornbury festival;2011;;james blunt;pop;neo mellow,pop,pop rock
Wireless;2006;;james blunt;pop;neo mellow,pop,pop rock
cornbury festival;2013;;keane;pop;neo mellow,piano rock,pop,pop rock,rock
Wireless;2005;;keane;pop;neo mellow,piano rock,pop,pop rock,rock
Wireless;2016;;kygo;electronic;minimal dub,pop,tropical house
boardmasters;2014;;bastille;indie;metropopolis,pop,tropical house
boardmasters;2015;;bastille;indie;metropopolis,pop,tropical house
Glastonbury;1992;;youssou n'dour;world;mande pop,mbalax,world
lovebox;2008;;manu chao;world;latin alternative,rock en espanol,world
Glastonbury;2011;;U2;rock;irish rock,permanent wave,rock
end of the road festival;2017;;mac Demarco;indie;indie rock,indietronica
boardmasters;2017;;alt-J;indie;indie pop,indie rock
Latitude;2015;;alt-J;indie;indie pop,indie rock
Isle of Wight;2007;;Snow Patrol;indie;indie christmas,irish rock,neo mellow,permanent wave,pop,pop christmas,pop rock,rock
Latitude;2006;;Snow Patrol;indie;indie christmas,irish rock,neo mellow,permanent wave,pop,pop christmas,pop rock,rock
t in the park;2007;;Snow Patrol;indie;indie christmas,irish rock,neo mellow,permanent wave,pop,pop christmas,pop rock,rock
t in the park;2012;;Snow Patrol;indie;indie christmas,irish rock,neo mellow,permanent wave,pop,pop christmas,pop rock,rock
boardmasters;2010;;newton faulkner;indie;indie anthem-folk,neo mellow,pop rock
Reading;2010;;blink-182;punk;heavy christmas,pop punk,punk,punk christmas
Reading;2014;;blink-182;punk;heavy christmas,pop punk,punk,punk christmas
Wireless;2017;;skepta;hip hop;grime,hip hop,house,pop rap,rap
download;2017;;Biffy Clyro;rock;garage rock,indie rock,rock,scottish rock
Reading;2013;;Biffy Clyro;rock;garage rock,indie rock,rock,scottish rock
Reading;2016;;Biffy Clyro;rock;garage rock,indie rock,rock,scottish rock
t in the park;2014;;Biffy Clyro;rock;garage rock,indie rock,rock,scottish rock
Glastonbury;2007;;Arctic Monkeys;rock;garage rock,indie rock,permanent wave,sheffield indie
Glastonbury;2013;;Arctic Monkeys;rock;garage rock,indie rock,permanent wave,sheffield indie
Reading;2009;;Arctic Monkeys;rock;garage rock,indie rock,permanent wave,sheffield indie
Reading;2014;;Arctic Monkeys;rock;garage rock,indie rock,permanent wave,sheffield indie
t in the park;2007;;Arctic Monkeys;rock;garage rock,indie rock,permanent wave,sheffield indie
t in the park;2011;;Arctic Monkeys;rock;garage rock,indie rock,permanent wave,sheffield indie
t in the park;2014;;Arctic Monkeys;rock;garage rock,indie rock,permanent wave,sheffield indie
v festival;2011;;Arctic Monkeys;rock;garage rock,indie rock,permanent wave,sheffield indie
boardmasters;2008;;the zutons;rock;garage rock,indie rock,madchester
boardmasters;2009;;cypress hill;hip hop;gangster rap,hardcore hip hop,hip hop,pop rap,rap,rap rock,west coast rap
bestival;2013;;snoop dogg;hip hop;g funk,gangster rap,hip hop,pop christmas,pop rap,rap,southern hip hop,west coast rap
boardmasters;2014;;snoop dogg;hip hop;g funk,gangster rap,hip hop,pop christmas,pop rap,rap,southern hip hop,west coast rap
lovebox;2011;;snoop dogg;hip hop;g funk,gangster rap,hip hop,pop christmas,pop rap,rap,southern hip hop,west coast rap
lovebox;2015;;snoop dogg;hip hop;g funk,gangster rap,hip hop,pop christmas,pop rap,rap,southern hip hop,west coast rap
Glastonbury;1990;;sinead o'connor;folk;folk,folk-pop,lilith,new wave pop,pop christmas,pop rock,singer-songwriter
bestival;2012;;Florence + The Machine;indie;folk-pop,indie pop,pop
Glastonbury;2015;;Florence + the Machine;indie;folk-pop,indie pop,pop
Latitude;2010;;Florence + the Machine;indie;folk-pop,indie pop,pop
Glastonbury;2013;;Mumford & Sons;folk;folk-pop,indie folk,indie pop,neo mellow,singer-songwriter,stomp and holler
Latitude;2017;;Mumford & Sons;folk;folk-pop,indie folk,indie pop,neo mellow,singer-songwriter,stomp and holler
Reading;2015;;Mumford & Sons;folk;folk-pop,indie folk,indie pop,neo mellow,singer-songwriter,stomp and holler
t in the park;2013;;Mumford & Sons;folk;folk-pop,indie folk,indie pop,neo mellow,singer-songwriter,stomp and holler
download;2007;;My Chemical Romance;punk;emo,pop punk,punk christmas,screamo
Reading;2011;;My Chemical Romance;punk;emo,pop punk,punk christmas,screamo
boardmasters;2009;;the streets;hip hop;electronic,grime,indie rock,new rave,uk garage
boardmasters;2017;;jamiroquai;electronic;electronic
lovebox;2006;;jamiroquai;electronic;electronic
Wireless;2007;;daft punk;electronic;electro,electronic,filter house
boardmasters;2015;;rudimental;electronic;edm,house,liquid funk,pop,tropical house,uk funky
lovebox;2015;;rudimental;electronic;edm,house,liquid funk,pop,tropical house,uk funky
Wireless;2014;;rudimental;electronic;edm,house,liquid funk,pop,tropical house,uk funky
Glastonbury;2008;;JAY Z;hip hop;east coast hip hop,hip hop,pop rap,rap,southern hip hop,trap music
Isle of Wight;2010;;JAY Z;hip hop;east coast hip hop,hip hop,pop rap,rap,southern hip hop,trap music
v festival;2017;;JAY Z;hip hop;east coast hip hop,hip hop,pop rap,rap,southern hip hop,trap music
Wireless;2008;;JAY Z;hip hop;east coast hip hop,hip hop,pop rap,rap,southern hip hop,trap music
Wireless;2010;;JAY Z;hip hop;east coast hip hop,hip hop,pop rap,rap,southern hip hop,trap music
Wireless;2013;;JAY Z;hip hop;east coast hip hop,hip hop,pop rap,rap,southern hip hop,trap music
Isle of Wight;2017;;Run DMC;hip hop;east coast hip hop,hardcore hip hop,hip hop,old school hip hop,pop rap,rap
bestival;2009;;massive attack;electronic;downtempo,electronic,nu jazz,trip hop
Wireless;2006;;massive attack;electronic;downtempo,electronic,nu jazz,trip hop
Glastonbury;2003;;Moby;electronic;downtempo,electronic
t in the park;2000;;Moby;electronic;downtempo,electronic
rewind;2009;;gloria gaynor;disco;disco,soul christmas
lovebox;2005;;mylo;electronic;disco house,electronic
bestival;2014;;outkast;hip hop;dirty south rap,hip hop,pop rap,rap,southern hip hop
lovebox;2014;;Nas;hip hop;dirty south rap,east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap,southern hip hop
Reading;2001;;Eminem;hip hop;detroit hip hop,g funk,hip hop,pop rap,rap
Reading;2013;;Eminem;hip hop;detroit hip hop,g funk,hip hop,pop rap,rap
Reading;2017;;Eminem;hip hop;detroit hip hop,g funk,hip hop,pop rap,rap
t in the park;2010;;Eminem;hip hop;detroit hip hop,g funk,hip hop,pop rap,rap
v festival;2011;;Eminem;hip hop;detroit hip hop,g funk,hip hop,pop rap,rap
Glastonbury;1984;;black uhuru;reggae;dancehall,dub,lovers rock,reggae,reggae fusion,roots reggae
boardmasters;2011;;the klaxons;indie;dance-punk,new rave
boardmasters;2007;;the subways;rock;dance-punk,garage rock,indie rock,new rave
Glastonbury;1987;;the communards;new wave;dance rock,new romantic,new wave,new wave pop,synthpop
rewind;2016;;andy bell;new wave;dance rock,new romantic,new wave,new wave pop,synthpop
rewind;2017;;midge ure;new wave;dance rock,new romantic,new wave,new wave pop,synthpop
Isle of Wight;2014;;Boy George;new wave;dance rock,new romantic,new wave,new wave pop,soul christmas,synthpop
rewind;2010;;Boy George;new wave;dance rock,new romantic,new wave,new wave pop,soul christmas,synthpop
Glastonbury;1985;;the boomtown rats;new wave;dance rock,new romantic,new wave,new wave pop,power pop,pub rock,punk
Wireless;2006;;depeche mode;new wave;dance rock,new romantic,new wave,new wave pop,permanent wave,synthpop
rewind;2016;;adam ant;new wave;dance rock,new romantic,new wave,new wave pop,permanent wave,power pop,synthpop
rewind;2016;;adam ant;new wave;dance rock,new romantic,new wave,new wave pop,permanent wave,power pop,synthpop
rewind;2011;;holly johnson;new wave;dance rock,new romantic,new wave,new wave pop
rewind;2012;;holly johnson;new wave;dance rock,new romantic,new wave,new wave pop
rewind;2014;;holly johnson;new wave;dance rock,new romantic,new wave,new wave pop
rewind;2016;;holly johnson;new wave;dance rock,new romantic,new wave,new wave pop
v festival;2006;;morrissey;new wave;dance rock,indie rock,madchester,new romantic,new wave,permanent wave,pop rock,rock
Wireless;2008;;morrissey;new wave;dance rock,indie rock,madchester,new romantic,new wave,permanent wave,pop rock,rock
bestival;2008;;amy winehouse;pop;dance pop,pop,r&b,soul
Glastonbury;2011;;Beyonce;pop;dance pop,pop,pop rap,post-teen pop,r&b
v festival;2013;;Beyonce;pop;dance pop,pop,pop rap,post-teen pop,r&b
Wireless;2011;;the black eyed peas;pop;dance pop,pop,pop rap,post-teen pop
t in the park;2013;;rihanna;pop;dance pop,pop,pop christmas,r&b,soul christmas,urban contemporary
v festival;2016;;rihanna;pop;dance pop,pop,pop christmas,r&b,soul christmas,urban contemporary
Wireless;2012;;rihanna;pop;dance pop,pop,pop christmas,r&b,soul christmas,urban contemporary
Wireless;2013;;rihanna;pop;dance pop,pop,pop christmas,r&b,soul christmas,urban contemporary
Glastonbury;2016;;Adele;pop;dance pop,pop
Wireless;2014;;bruno mars;pop;dance pop,pop
lovebox;2017;;frank ocean;hip hop;dance pop,indie r&b,neo soul,pop,pop rap,rap
Wireless;2015;;nicki minaj;pop;dance pop,hip pop,pop,pop rap
cornbury festival;2004;;will young;pop;dance pop,europop,neo mellow,new wave pop,pop
cornbury festival;2009;;scouting for girls;pop;dance pop,europop,grime,neo mellow,pop,pop rock
Latitude;2014;;Lily Allen;pop;dance pop,europop,folk-pop,neo mellow,pop,pop rock,post-teen pop
bestival;2015;;missy elliott;hip hop;dance pop,escape room,hip hop,hip pop,pop,pop rap,r&b,rap,southern hip hop,urban contemporary
Isle of Wight;2017;;David Guetta;electronic;dance pop,edm,pop,tropical house
Wireless;2015;;David Guetta;electronic;dance pop,edm,pop,tropical house
bestival;2016;;major lazer;electronic;dance pop,edm,electro house,moombahton,pop,tropical house
lovebox;2016;;major lazer;electronic;dance pop,edm,electro house,moombahton,pop,tropical house
boardmasters;2009;;Calvin Harris;electronic;dance pop,edm,electro house,house,pop,progressive house,tropical house
Isle of Wight;2014;;Calvin Harris;electronic;dance pop,edm,electro house,house,pop,progressive house,tropical house
t in the park;2014;;Calvin Harris;electronic;dance pop,edm,electro house,house,pop,progressive house,tropical house
t in the park;2016;;Calvin Harris;electronic;dance pop,edm,electro house,house,pop,progressive house,tropical house
v festival;2015;;Calvin Harris;electronic;dance pop,edm,electro house,house,pop,progressive house,tropical house
Wireless;2016;;Calvin Harris;electronic;dance pop,edm,electro house,house,pop,progressive house,tropical house
rewind;2009;;kim wilde;pop;dance pop,dance rock,eurodance,europop,new romantic,new wave,new wave pop,pop christmas,soft rock,soul christmas,synthpop
bestival;2017;;Pet Shop Boys;new wave;dance pop,dance rock,electronic,europop,new romantic,new wave,new wave pop,permanent wave,synthpop
Latitude;2009;;Pet Shop Boys;new wave;dance pop,dance rock,electronic,europop,new romantic,new wave,new wave pop,permanent wave,synthpop
t in the park;1995;;m people;pop;dance pop,dance rock,disco house,europop,hip house,new romantic,new wave pop,vocal house
end of the road festival;2009;;explosions in the sky;rock;compositional ambient,focus,melancholia,post rock
end of the road festival;2011;;Mogwai;rock;compositional ambient,electronic,post rock
Latitude;2006;;Mogwai;rock;compositional ambient,electronic,post rock
Glastonbury;2009;;Bruce Springsteen;rock;classic rock,mellow gold,permanent wave,pop christmas,rock,roots rock,singer-songwriter,soft rock
Isle of Wight;2012;;Bruce Springsteen;rock;classic rock,mellow gold,permanent wave,pop christmas,rock,roots rock,singer-songwriter,soft rock
bestival;2012;;Stevie Wonder;soul;classic funk rock,funk,funk rock,motown,quiet storm,soul,soul christmas
Glastonbury;2010;;Stevie Wonder;soul;classic funk rock,funk,funk rock,motown,quiet storm,soul,soul christmas
rewind;2017;;Soul II Soul;soul;classic funk rock,disco,funk,hip house,new jack swing,post-disco,quiet storm,urban contemporary
rewind;2012;;kool & the gang;funk;classic funk rock,disco,funk,funk rock,jazz funk,memphis soul,motown,post-disco,quiet storm,soul,soul christmas
bestival;2014;;chic;funk;classic funk rock,disco,disco house,funk,funk rock,motown,post-disco,quiet storm,soul,vocal house
Glastonbury;1983;;curtis mayfield;soul;chicago soul,classic funk rock,disco,funk,funk rock,jazz blues,jazz funk,memphis soul,motown,neo soul,soul,soul blues,southern soul,vocal jazz
Latitude;2012;;Bon Iver;indie;chamber pop,folk-pop,indie folk,indie pop,indie rock,melancholia,neo mellow,slow core,stomp and holler
end of the road festival;2009;;Fleet Foxes;folk;chamber pop,folk-pop,freak folk,indie folk,indie pop,indie rock,new americana,singer-songwriter,stomp and holler
Latitude;2017;;Fleet Foxes;folk;chamber pop,folk-pop,freak folk,indie folk,indie pop,indie rock,new americana,singer-songwriter,stomp and holler
end of the road festival;2017;;father john misty;folk;chamber pop,folk-pop,freak folk,indie folk,indie pop,indie rock,indietronica,neo-psychedelic,new americana,singer-songwriter,stomp and holler
end of the road festival;2011;;joanna newsom;folk;chamber pop,folk-pop,freak folk,harp,indie folk,new weird america
end of the road festival;2016;;joanna newsom;folk;chamber pop,folk-pop,freak folk,harp,indie folk,new weird america
boardmasters;2013;;ben howard;folk;chamber pop,fingerstyle,folk-pop,indie anthem-folk,indie folk,neo mellow,singer-songwriter,stomp and holler
Latitude;2006;;Antony and the Johnsons;folk;chamber pop,dark cabaret,folk-pop,freak folk,indie folk,indie pop,melancholia,singer-songwriter
rewind;2012;;big country;rock;celtic rock,dance rock,madchester,new romantic,new wave,new wave pop,scottish rock,synthpop
Glastonbury;1992;;Shakespears Sister;pop;candy pop,dance rock,europop,new romantic,new wave pop
Wireless;2017;;the weeknd;hip hop;canadian pop,pop,rap
Wireless;2012;;drake;hip hop;canadian pop,hip hop,pop rap,rap
Wireless;2015;;drake;hip hop;canadian pop,hip hop,pop rap,rap
v festival;2016;;justin bieber;pop;canadian pop,dance pop,pop,pop christmas,post-teen pop
cornbury festival;2009;;sugababes;pop;bubblegum dance,dance pop,europop,pop,pop christmas,pop rock,post-teen pop,r&b,tropical house,uk garage
boardmasters;2010;;chase & status;electronic;brostep,deep groove house,drum and bass,edm,electronic,grime,house,tropical house,uk garage
boardmasters;2014;;chase & status;electronic;brostep,deep groove house,drum and bass,edm,electronic,grime,house,tropical house,uk garage
boardmasters;2016;;chase & status;electronic;brostep,deep groove house,drum and bass,edm,electronic,grime,house,tropical house,uk garage
lovebox;2014;;chase & status;electronic;brostep,deep groove house,drum and bass,edm,electronic,grime,house,tropical house,uk garage
lovebox;2017;;chase & status;electronic;brostep,deep groove house,drum and bass,edm,electronic,grime,house,tropical house,uk garage
Wireless;2016;;chase & status;electronic;brostep,deep groove house,drum and bass,edm,electronic,grime,house,tropical house,uk garage
v festival;2000;;richard ashcroft;rock;britpop,madchester,rock
Glastonbury;2000;;Travis;rock;britpop,indie christmas,indie rock,madchester,neo mellow,pop christmas,pop rock,rock
Isle of Wight;2005;;Travis;rock;britpop,indie christmas,indie rock,madchester,neo mellow,pop christmas,pop rock,rock
Reading;2001;;Travis;rock;britpop,indie christmas,indie rock,madchester,neo mellow,pop christmas,pop rock,rock
t in the park;2000;;Travis;rock;britpop,indie christmas,indie rock,madchester,neo mellow,pop christmas,pop rock,rock
t in the park;2001;;Travis;rock;britpop,indie christmas,indie rock,madchester,neo mellow,pop christmas,pop rock,rock
v festival;2000;;Travis;rock;britpop,indie christmas,indie rock,madchester,neo mellow,pop christmas,pop rock,rock
download;2005;;feeder;rock;britpop,garage rock,indie rock,madchester,pop rock,rock,welsh rock
Reading;2007;;Razorlight;rock;britpop,garage rock,indie rock,madchester,neo mellow,pop rock,rock
Latitude;2014;;Damon Albarn;rock;britpop,downtempo
cornbury festival;2006;;texas;rock;britpop,dance pop,dance rock,europop,lilith,neo mellow,new romantic,new wave pop,pop rock,scottish rock
v festival;2001;;texas;rock;britpop,dance pop,dance rock,europop,lilith,neo mellow,new romantic,new wave pop,pop rock,scottish rock
bestival;2009;;Elbow;rock;britpop,chamber pop,indie rock,madchester
Latitude;2012;;Elbow;rock;britpop,chamber pop,indie rock,madchester
Latitude;2007;;The Good, the Bad & the Queen;rock;britpop
cornbury festival;2012;;bellowhead;folk;british folk,folk christmas,traditional british folk
Glastonbury;1993;;christy moore;folk;british folk,celtic,irish folk
boardmasters;2007;;funeral for a friend;hardcore;british alternative rock,emo,metalcore,pop punk,post-hardcore,punk christmas,screamo
lovebox;2007;;sly & the family stone;funk;brill building pop,chicago soul,classic funk rock,classic rock,disco,folk rock,funk,funk rock,jazz blues,mellow gold,memphis soul,motown,psychedelic rock,rock,roots rock,singer-songwriter,soul,soul blues,southern soul
v festival;2014;;justin timberlake;pop;boy band,dance pop,pop,pop rap,post-teen pop,r&b
Wireless;2013;;justin timberlake;pop;boy band,dance pop,pop,pop rap,post-teen pop,r&b
end of the road festival;2013;;Sigur Ros;rock;bow pop,chamber pop,compositional ambient,dream pop,ethereal wave,icelandic pop,indie folk,melancholia,post rock
Latitude;2008;;Sigur Ros;rock;bow pop,chamber pop,compositional ambient,dream pop,ethereal wave,icelandic pop,indie folk,melancholia,post rock
cornbury festival;2004;;jools holland;blues;boogie-woogie
cornbury festival;2014;;jools holland;blues;boogie-woogie
lovebox;2013;;azealia banks;hip hop;bmore,dance pop,escape room,hip house,hip pop,indie r&b,pop
t in the park;2015;;avicii;electronic;big room,dance pop,edm,electro house,pop,tropical house
Wireless;2015;;avicii;electronic;big room,dance pop,edm,electro house,pop,tropical house
boardmasters;2016;;deadmau5;electronic;big room,brostep,edm,electro house,progressive house
Wireless;2012;;deadmau5;electronic;big room,brostep,edm,electro house,progressive house
bestival;2013;;fatboy slim;electronic;big beat,disco house,electronic
boardmasters;2011;;fatboy slim;electronic;big beat,disco house,electronic
Wireless;2008;;fatboy slim;electronic;big beat,disco house,electronic
boardmasters;2015;;Faithless;electronic;big beat,disco house,downtempo,electronic,hip house,trip hop
Isle of Wight;2005;;Faithless;electronic;big beat,disco house,downtempo,electronic,hip house,trip hop
Isle of Wight;2016;;Faithless;electronic;big beat,disco house,downtempo,electronic,hip house,trip hop
v festival;2006;;Faithless;electronic;big beat,disco house,downtempo,electronic,hip house,trip hop
Wireless;2007;;Faithless;electronic;big beat,disco house,downtempo,electronic,hip house,trip hop
bestival;2010;;The Prodigy;electronic;big beat,breakbeat,electronic,hardcore techno
download;2012;;The Prodigy;electronic;big beat,breakbeat,electronic,hardcore techno
Glastonbury;1997;;The Prodigy;electronic;big beat,breakbeat,electronic,hardcore techno
Isle of Wight;2006;;The Prodigy;electronic;big beat,breakbeat,electronic,hardcore techno
Isle of Wight;2009;;The Prodigy;electronic;big beat,breakbeat,electronic,hardcore techno
Isle of Wight;2015;;The Prodigy;electronic;big beat,breakbeat,electronic,hardcore techno
Reading;2002;;The Prodigy;electronic;big beat,breakbeat,electronic,hardcore techno
t in the park;1998;;The Prodigy;electronic;big beat,breakbeat,electronic,hardcore techno
v festival;1997;;The Prodigy;electronic;big beat,breakbeat,electronic,hardcore techno
Glastonbury;1984;;weather report;jazz;bebop,canterbury scene,classic funk rock,contemporary jazz,contemporary post-bop,cool jazz,hard bop,jazz,jazz funk,jazz fusion,progressive rock,soul jazz
bestival;2010;;dizzee rascal;hip hop;bassline,disco house,grime,house,pop rap,rap,tropical house,uk garage
boardmasters;2012;;dizzee rascal;hip hop;bassline,disco house,grime,house,pop rap,rap,tropical house,uk garage
lovebox;2010;;dizzee rascal;hip hop;bassline,disco house,grime,house,pop rap,rap,tropical house,uk garage
bestival;2011;;pendulum;electronic;australian dance,brostep,catstep,drum and bass,edm,electronic
end of the road festival;2015;;tame impala;indie;australian alternative rock,indie pop,indie rock,indietronica,neo-psychedelic,psychedelic rock
cornbury festival;2008;;crowded house;rock;australian alternative rock,australian pop,dance rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,pop rock,rock,soft rock
rewind;2013;;The B-52's;new wave;art rock,dance rock,new romantic,new wave,new wave pop,permanent wave,pop rock,post-punk,power pop,rock,synthpop,zolo
cornbury festival;2014;;simple minds;new wave;art rock,dance rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock,synthpop
rewind;2012;;Orchestral Manoeuvres In The Dark;new wave;art rock,dance rock,madchester,new romantic,new wave,new wave pop,permanent wave,post-punk,synthpop,uk post-punk
rewind;2015;;Orchestral Manoeuvres In The Dark;new wave;art rock,dance rock,madchester,new romantic,new wave,new wave pop,permanent wave,post-punk,synthpop,uk post-punk
rewind;2015;;Orchestral Manoeuvres In The Dark;new wave;art rock,dance rock,madchester,new romantic,new wave,new wave pop,permanent wave,post-punk,synthpop,uk post-punk
cornbury festival;2016;;bryan ferry;new wave;art rock,dance rock,glam rock,melancholia,mellow gold,new romantic,new wave,new wave pop,pub rock,soft rock,synthpop
Glastonbury;1986;;level 42;new wave;art rock,dance rock,disco,mellow gold,new romantic,new wave,new wave pop,post-disco,soft rock,synthpop
rewind;2017;;level 42;new wave;art rock,dance rock,disco,mellow gold,new romantic,new wave,new wave pop,post-disco,soft rock,synthpop
rewind;2017;;level 42;new wave;art rock,dance rock,disco,mellow gold,new romantic,new wave,new wave pop,post-disco,soft rock,synthpop
Latitude;2009;;Grace Jones;new wave;art rock,dance rock,disco,electronic,new romantic,new wave,new wave pop,post-disco,synthpop
lovebox;2010;;Grace Jones;new wave;art rock,dance rock,disco,electronic,new romantic,new wave,new wave pop,post-disco,synthpop
lovebox;2012;;Grace Jones;new wave;art rock,dance rock,disco,electronic,new romantic,new wave,new wave pop,post-disco,synthpop
rewind;2011;;the human league;new wave;art rock,dance pop,dance rock,disco,europop,madchester,new romantic,new wave,new wave pop,permanent wave,post-punk,soft rock,synthpop
rewind;2011;;the human league;new wave;art rock,dance pop,dance rock,disco,europop,madchester,new romantic,new wave,new wave pop,permanent wave,post-punk,soft rock,synthpop
rewind;2013;;the human league;new wave;art rock,dance pop,dance rock,disco,europop,madchester,new romantic,new wave,new wave pop,permanent wave,post-punk,soft rock,synthpop
rewind;2013;;the human league;new wave;art rock,dance pop,dance rock,disco,europop,madchester,new romantic,new wave,new wave pop,permanent wave,post-punk,soft rock,synthpop
rewind;2015;;the human league;new wave;art rock,dance pop,dance rock,disco,europop,madchester,new romantic,new wave,new wave pop,permanent wave,post-punk,soft rock,synthpop
Isle of Wight;2003;;Paul Weller;rock;art rock,britpop,dance rock,madchester,neo mellow,new wave pop,rock
Latitude;2012;;Paul Weller;rock;art rock,britpop,dance rock,madchester,neo mellow,new wave pop,rock
t in the park;1995;;Paul Weller;rock;art rock,britpop,dance rock,madchester,neo mellow,new wave pop,rock
t in the park;1997;;Paul Weller;rock;art rock,britpop,dance rock,madchester,neo mellow,new wave pop,rock
v festival;1996;;Paul Weller;rock;art rock,britpop,dance rock,madchester,neo mellow,new wave pop,rock
cornbury festival;2013;;squeeze;rock;art rock,britpop,dance rock,indie christmas,jangle pop,madchester,new romantic,new wave,new wave pop,power pop,pub rock,rock
bestival;2009;;Kraftwerk;electronic;art rock,big beat,dance rock,electro,electronic,experimental,german techno,kraut rock,new romantic,new wave,post-punk,synthpop
Latitude;2013;;Kraftwerk;electronic;art rock,big beat,dance rock,electro,electronic,experimental,german techno,kraut rock,new romantic,new wave,post-punk,synthpop
Glastonbury;1989;;suzanne vega;folk;anti-folk,art rock,folk,folk-pop,lilith,mellow gold,new wave pop,permanent wave,pop rock,singer-songwriter
Reading;2004;;Green Day;punk;alternative rock,permanent wave,pop punk,pop rock,punk,rock
Reading;2013;;Green Day;punk;alternative rock,permanent wave,pop punk,pop rock,punk,rock
t in the park;2005;;Green Day;punk;alternative rock,permanent wave,pop punk,pop rock,punk,rock
Wireless;2008;;counting crows;rock;alternative rock,neo mellow,pop rock,post-grunge,rock,singer-songwriter
download;2015;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
Glastonbury;2004;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
Glastonbury;2010;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
Glastonbury;2016;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
Isle of Wight;2007;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
Reading;2006;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
Reading;2011;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
Reading;2017;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
t in the park;2010;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
v festival;2004;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
v festival;2008;;Muse;rock;alternative rock,indie rock,permanent wave,piano rock,post-grunge,rock
Glastonbury;1997;;Radiohead;rock;alternative rock,indie rock,melancholia,permanent wave,rock
Glastonbury;2003;;Radiohead;rock;alternative rock,indie rock,melancholia,permanent wave,rock
Glastonbury;2017;;Radiohead;rock;alternative rock,indie rock,melancholia,permanent wave,rock
Reading;2009;;Radiohead;rock;alternative rock,indie rock,melancholia,permanent wave,rock
t in the park;1996;;Radiohead;rock;alternative rock,indie rock,melancholia,permanent wave,rock
v festival;2006;;Radiohead;rock;alternative rock,indie rock,melancholia,permanent wave,rock
